"ID","Pi","Inventaire","Famille","Catégorie","Forme","Type","Période","Texte","Bibliographie","secteur","secteur_ID","x","y"
"ETHVII147",1290,"D 605 ; 53-622",,,"couvercle ou lékané",,,"FRAGMENTS (DEUX) APPARTENANT PROBABLEMENT A UN MÊME COUVERCLE OU A UNE LÉKANÉ.
Argile semblable au précédent. A) 1291 pi ; larg. max. 5,2 cm ; haut. max. 3,5 cm. Intérieur, vernis noir. Extérieur, arrière-train
et pattes postérieures de lion à gauche, pattes postérieures et une patte antérieure de cervidé à droite. B) 1290 pi. Larg. max. 4,2 cm ; haut. max. 4,3 cm. Deux zones : la zone inférieure est peut-être la même que celle du fragment A : à gauche corne de cervidé ; à droite tête et avant-train de panthère. Au-dessus, trois filets horizontaux, pattes arrières d'un lion à gauche et patte de cervidé. Technique du réservé. Même date.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 40, no 23, pl. XIII, 23. Anne Coulié p. 50, no 127","Champ Dimitriadis",7,24.715595886,40.782279683
"ETHVII148",952,"H 288",,,"lékané",,,"FRAGMENT DE LÉKANÉ OU DE COUVERCLE. 
Dimensions : 6,5 cm x 5,5 cm. Argile chamois grisâtre, peu micacée et dure. Intérieur noir, trois filets rouges. Extérieur, restes de deux zones : a) Zone supérieure : sphinx à gauche et patte antérieure d'un fauve à gauche. Au sol, rosace allongée ; dans le champ, rosace. b) Zone inférieure : lion à droite (il ne subsiste que la queue et la crinière), dans le champ rosace. Entre les deux zones, carrés noirs et réservés, entre deux lignes noires de part et d'autre. Incisions. Rehauts rouges pour le cœur des rosaces, pour le corps et l'aile du sphinx et sur
la patte du fauve. Technique de la figure noire. Milieu du vie siècle. Travail assez grossier, pourrait être une imitation locale.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 40, no 24, pl. XIII, 24 ; Ill. London News, 3 sept. 1932, p. 354, fig. 10 ; Anne Coulié p. 38 no 91","avant 1932",,,
"ETHVII149",,"H 93",,,"couvercle ou lékané",,,"FRAGMENT DE LÉKANÉ OU DE COUVERCLE.
Dimensions 6,5 cm x 3,5 cm. Argile chamois légèrement grisâtre, peu micacée et dure. Intérieur, noir, trois filets rouges. Extérieur : deux pattes et une partie du corps d'un animal à droite (lion ou sphinx) ; une demi rosace au sol, une rosace dans le champ. Au-dessous, carrés noirs et réservés, alternés, entre deux lignes noires de part et d'autre. Incisions. Rehauts rouges sur le corps de l'animal, le cœur de la rosace.
Technique de la figure noire semblable à celle du no 24. Milieu du vie siècle","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 40, no 25, pl. XIII, 25 ; Ill. London News, 3 sept. 1932, p. 354, fig. 10",,,,
"ETHVII150",1008,,,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions 10,5 cm x 6 cm. Intérieur vernis noir, deux filets rouges. Extérieur, de gauche à droite : aile et buste d'une sirène à droite, puis queue de coq avec deux plumes jaillissantes. Au-dessus, zone de carrés noirs et réservés, entre deux fois deux lignes noires. Incisions. Technique de la figure noire semblable à celle des nos 24-25. Milieu du
vie siècle. Pourrait être une imitation locale.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 41, no 25bis, pl. XIII, 25 bis",,,,
"ETHVII151",1010,"H 202",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 7,9 cm ; haut. max. 10,3 cm ; ép. 1,5 cm. Argile chamois rose, micacée, plus chamois à la surface. Intérieur réservé. Extérieur, décor en vernis noir brunâtre : cercle dans lequel est inscrite une croix, dans chaque segment un triangle ; courbes coupées de barres.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 41, no 1, pl. XIV, 1",,,,
"ETHVII152",,"D 462",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 5,2 cm ; haut. max. 5,5 cm ; ép. 0,7 cm. Argile chamois rose, micacée. Intérieur réservé. Extérieur, décor en vernis rouge brunâtre : cercles, courbes coupées de barres.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 2, pl. XIV, 2",,,,
"ETHVII153",,"D 848 ; 53-275",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 5,8 cm ; haut. max. 4,7 cm ; ép. 1 cm. Argile brun rouge micacée. Extérieur, décor de cercles avec triangles inscrits et bande en vernis brun rouge. Un décor très semblable à celui des amphores nos 1, 2, 3, apparaît sur les grandes
amphores à anses horizontales de Lemnos (aujourd'hui à Athènes, Musée National) ainsi que sur les statuettes trouvées dans la même île. Elles datent du viie siècle et
nous permettent de placer nos fragments approximativement à la même époque (cf. A. Della Seta, Arte tirrenica di Lemno, dans Eph. Arch., 1937, p. 654, pl. I et III).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 3, pl. XIV, 3",,,,
"ETHVII154",,"55-265",,,"amphore?",,,"FRAGMENT (AMPHORE ?).
Larg. max. 3,6 cm ; haut. max. 3,1 cm. Argile chamois, surface plus claire, mince couverte. Intérieur réservé. A l'extérieur, décor de cercles concentriques, entourés d'une zone concentrique de points. Fabrique d'Asie Mineure ? Des amphores portant un décor semblable ont été trouvées à Tarse (Hanfmann).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 4, pl. XIV, 4","Agora 1955",77,24.713761009,40.779568773
"ETHVII155",,"H 3",,,"amphore",,,"FRAGMENT DE COL D'AMPHORE.
Larg. max. 7 cm ; haut. max. 6,7 cm ; ép. 0,63 cm. Argile orangée, friable, peu micacée. Intérieur réservé. Extérieur, engobe blanc légèrement jaunâtre, décoré d'une variété de lacis, avec de grosses boules noires et des motifs noirs plus petits. Style voisin de celui de Fikellura, cf. Cook, BSA 34 (1938-1939), pl. 13, (amphore de Vienne, Graf Anton Lanckorowski), mais cependant légèrement différent, doit appartenir à une fabrique d'Asie Mineure.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 4 bis, pl. XIV, 4 bis",,,,
"ETHVII156",," H 6",,,"grand vase",,,"FRAGMENT DE COL D'UN GRAND VASE.
Dimensions : 7 cm x 4,3 cm ; ép. 0,55 cm. Argile chamois friable.  Intérieur réservé. Extérieur, engohe blanc jaunâtre. Hachures, puis boules reliées entre elles par une mince tige cintrée. Rinceaux schématisés. Décor en vernis brun plus ou moins sombre. Grec oriental ; à dater de la fin du viie ou du début du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 5, pl. XIV, 5",,,,
"ETHVII157",,"H 44",,,"cratère ou bol",,,"FRAGMENT DE CRATÈRE OU BOL.
Dim. 4,7 cm x 4 cm ; ép. 0,75 cm. Argile chamois friable. Intérieur vernis noir. Extérieur érodé. Il ne semble pas y avoir eu d'engobe. Décor bizarre : peut-être un coq. Au-dessous, élément de remplissage lancéolé. Traces de rehauts rouges sur l'aile. Grec oriental tardif.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 6, pl. XIV, 6 ; Anne Coulié p. 28 no 57","avant 1940",,,
"ETHVII158",1019,"H 38",,,"lékané",,,"FRAGMENT DE REBORD DE LÉKANÉ.
Larg. Max. 5,6 cm ; haut. Max. 6 cm. Argile chamois. A l'intérieur et sur la tranche, vernis noir brunâtre. A l'extérieur, sur le rebord, languettes et points. Au-dessous, boutons et fleurs de lotus, puis une zone d'arêtes entre deux filets de chaque côté ; enfin une zone sur laquelle se distinguent encore des croix aux bras arrondis, une rosace pointée et entourée de cercles et la crinière d'un lion à droite. Grec oriental, peut-être de la fin du viie siècle, à cause de la présence de la fleur de lotus, cf. Schefold, Larisa III, pl. 33, 8.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 42, no 7, pl. XIV, 7 ; profil pl. C ; Anne Coulié p. 28 no 57","avant 1940",,,
"ETHVII159",348,,,,"lékané",,,"FRAGMENT DE REBORD DE LÉKANÉ.
Larg. max. 5 cm ; haut. max. 3,6 cm ; larg. rebord supérieur 1 cm. Argile chamois rosé. Le vernis noir est brunâtre. Intérieur, vernis noir. — Extérieur sans engobe ; sur le rebord,
languettes et points noirs carrés ; sur le corps de la lékané, restes de plusieurs zones : a) boutons et fleurs de lotus ; b) méandre et points ; c) rosace pleine avec points autour et, à gauche, début d'une rosace ponitée. Grec oriental tardif, peut-être de la fin du viie siècle. Les trois fragments nos 6,
7, 8, sont à rapprocher de l'éolien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 8, pl. XIV, 8 ; profil, pl. C ; Anne Coulié p. 28 no 58","Agora angle Nord-Est",33,24.713265110,40.779964269
"ETHVII160",538,"A 40",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Larg. max. 6,2 cm ; haut. max. 5,2 cm ; ép. 0,9 cm. Argile grisâtre (brûlée), dure, micacée avec quelques impuretés. Le vernis noir est brunâtre. Intérieur, vernis noir. Extérieur, sans engobe : restes de deux zones : a) zone supérieure, où l'on voit encore un cervidé à droite et une rosace, puis deux fois deux lignes circulaires séparées par des points alternés ; b) au-dessous, une zone figurée de laquelle subsiste une aile de sphinx retournée.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 9, pl. XIV, 9","Agora 1950",43,24.714146280,40.780084143
"ETHVII161",,"D 525bis ; 53-324",,,"calice",,,"FRAGMENT DE CALICE.
Diam. base 3,6 cm ; haut. max. 5,6 cm. Argile très fine, blanche, à l'intérieur légèrement rosée. A l'extérieur, décor en vernis brunâtre : large bande autour de la base, filet à
l'intersection de la base et du fond de la vasque, rayons divergents qui aboutissent à deux filets circulaires horizontaux. Fabrique d'Asie Mineure (?).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 10, pl. XIV, 10",,,,
"ETHVII162",1018,"H 8",,,"bol ou skyphos",,,"FRAGMENT DE REBORD DE BOL OU DE SKYPHOS.
Dimensions : max. 4,8 cm x 3,5 cm ; ép. 0,45 cm. Argile grisâtre, micacée, très dure (brûlée). Intérieur vernis noir. A l'extérieur, la surface est recouverte d'un mince engobe, de couleur grise blanchâtre. La zone de chiens courants entre deux filets et
la représentation d'un lion à droite sont en vernis noir brunâtre, mat. Rehauts violets pour la crinière. Pas d'incisions. Fragment très proche du mélien ; mais cependant légèrement anormal. Pourrait appartenir à une fabrique « éolienne » ou être une imitation locale.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 10 bis, pl. XIV, 10 bis",,,,
"ETHVII163",1022,"H 11",,,"grand vase",,,"FRAGMENT D'UN GRAND VASE, A FAIBLE COURBURE (DINOS ?). 
Larg. max. 5,3 cm ; haut. max. 5,5 cm ; ép. 1,05 cm. A l'extérieur, décor en vernis brun mat sans incisions ; bélier à droite avec deux lignes en rehauts rouges qui traversent le
poitrail, tandis que celui-ci est en violet ; dans le champ, godron encadré de deux filets. Même problème que pour le no 10 bis : éolien, mélien ou local ?","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 11, pl. XIV, 11 ; Ill. London. News, 3 sept. 1932, p. 352, fig. 1",,,,
"ETHVII164",1024,"H 2 9",,,"cratère ?",,,"FRAGMENT D'UN GRAND VASE (CRATÈRE ?).
Larg. max. 4,2 cm ; haut. max. 5 cm ; ép. 0,95 cm. Argile chamois orangée. Intérieur, vernis noir. A l'extérieur, la surface est recouverte d'un engobe blanc jaunâtre. Le décor
en vernis noir représente à gauche peut-être une queue de fauve, une rosace à gros points, une rosace à cercles et pointillé autour et un oiseau à droite. Les gros points de la rosace sont (un sur deux) en rehauts rouges, de même que les nervures de l'aile et le trait qui sépare le corps de l'oiseau de sa queue.
Grec oriental anormal ; très proche du mélien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 12, pl. XIV, 12",,,,
"ETHVII165",,"H 152",,,"grand vase",,,"FRAGMENT D'UN GRAND VASE.
Larg. max. 6,9 cm ; haut. max. 7 cm ; ép. 0,61 cm. Argile chamois. Intérieur vernis noir. La surface est couverte d'un engobe blanchâtre ; il demeure une patte de cheval et un motif de godrons et de cercles ; au-dessous, séparée par trois filets horizontaux une rangée de godrons encadrés d'un filet. Même remarque que pour le précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 43, no 13, pl. XIV, 13",,,,
"ETHVII166",,"D 616",,,"amphore ?",,,"FRAGMENT D'ÉPAULE ET NAISSANCE DU COL D'UN GRAND VASE.
Larg. max. 4,6 cm ; haut. max. 5,7 cm ; ép. 0,25 cm. Argile brun rose micacée. Intérieur réservé. — Extérieur, engobe blanc jaunâtre ; décor en vernis noir très érodé. On
distingue encore un décor floral à gauche en haut (demi-rosace) et peut-être un chien courant. Il est difficile de distinguer s'il y a ou non des rehauts sur l'animal. Probablement d'une fabrique d'Asie Mineure.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 14, pl. XV, 14",,,,
"ETHVII167",1017,"H 22",,,"cratère? Dinos?",,,"FRAGMENT D'UN GRAND VASE (CRATÈRE, DINOS ?).
Larg. max. 8,7 cm ; haut. max. 6 cm ; ép. 1,05 cm env. Argile chamois, peu micacée. Intérieur réservé. A l'extérieur, couverte claire. Décor d'échiquier suivi de trois lignes
horizontales, puis de godrons séparés entre eux par trois lignes verticales en vernis noir mat. Appartient peut-être à une fabrique d'Asie Mineure.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 15, pl. XV, 15",,,,
"ETHVII168",,"A 10",,,"lydion",,,"LYDION (brisé à la base, ébréché autour de l'ouverture,
manque la base).
Diam. 6,6 cm ; haut. 6,5 cm. Argile brunâtre, impure. Bandes de vernis noir brunâtre ; vernis noir autour du col et de l'embouchure. Probablement d'Asie Mineure et non local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 16, pl. XV, 16",,,,
"ETHVII169",,"D 814 ; 53-5",,,"lydion?",,,"FRAGMENT DE LYDION (?).
Larg. max. 4,7 cm ; haut. max. 2,7 cm ; ép. variant de 0,6 cm à 0,4 cm. Argile chamois brun micacée. Intérieur réservé. A l'extérieur, couverte blanc jaunâtre et décor de bandes et de filets circulaires en vernis brun mat.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 17, pl. XV, 17",,,,
"ETHVII170",,"A 98",,,"oenochoé ou olpé",,,"FRAGMENT DE COL D'OENOCHOÉ OU D'OLPÉ.
Larg. max. 4 cm ; haut. max. 4,5 cm. Argile chamois clair micacée. Intérieur réservé. Extérieur, vernis noir brunâtre et rehauts de filets polychromes rouges et blancs.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 18, pl. XV, 18",,,,
"ETHVII171",,"D 548 ; 53-270",,,"plat",,,"FRAGMENT DE PLAT.
Larg. max. 6,4 cm ; larg. max. de la base 3,8 cm ; haut. max. 1,8 cm. Argile rougeâtre, très micacée. Engobe blanc crème posé sur tout le vase. Dessus : deux sphinx opposés par l'arrière ; entre eux, décor de rosaces schématisées (boules) et points. Bandes de rehauts rouges sur les ailes, chaque fois enrichis de deux filets blancs. Au-dessus, bande noire. Dessous, décor floral : fleurs et boutons de lotus. Quelque ressemblance avec des fragments de Chios récent. Cependant pourrait
provenir d'une fabrique d'Asie Mineure (« East Greek »).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 19, pl. XV, 19",,,,
"ETHVII172",946,"H 161",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Larg. max. 9,5 cm ; haut. 4 cm ; ép. 0,55 cm. Argile plutôt grisâtre. Surface orangée. Il n'y a pas d'engobe. A l'intérieur et sur la tranche, vernis noir, avec deux filets rouges
circulaires à l'intérieur et un filet sur la tranche. A l'extérieur, sur le rebord, chiens courants ; sur le plat, une zone de boutons et fleurs de lotus, puis, entre deux filets en vernis délayé de
part et d'autre, deux rangées de points alternés. Enfin, à gauche, la partie antérieure d'un lion, face à un bélier ; dans le champ, rosaces. Incisions très soignées. Rehauts rouges pour
le poitrail du lion, une bande qui souligne son ventre, le cou du bélier. Ici encore, il ne s'agit pas de céramique chiote véritable ; le style animalier dénote aussi une influence corinthienne très nette.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44, no 20, pl. XV, 20",,,,
"ETHVII173",,"55-228",,,"bol",,,"FRAGMENT (FOND DE BOL).
Larg. max. 8.5 cm ; haut. max. 2,5 cm. Argile chamois orange, micacée. En dessous, plat, et l'extérieur, sont recouverts d'un engobe blanc. Le décor, en vernis noir brunâtre, se compose, à l'extérieur, de deux filets noirs ; entre eux, zone de grosses boules noires ; dessous, bande noire circulaire, puis losanges dans lesquels sont inscrits des feuilles et des points. Fabrique d'Asie Mineure apparentée à celle de la céramique chiote récente. Première moitié du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 44-45, no 21, pl. XV, 21","Agora 1955",77,24.713761009,40.779568773
"ETHVII174",983," H 124",,,"cratère?",,,"FRAGMENT (CRATÈRE ?).
Larg. max. 6,2 cm ; haut. max. 4 cm ; ép. 0,9 cm. Argile brunâtre (brûlée) très dure, peu micacée. Intérieur, vernis brun rougeâtre. Extérieur, engobe grisâtre. Partie inférieure
d'un personnage à cheval, vu de face ; pieds du cavalier et poitrail du cheval. Incisions. Rehauts violets pour le poitrail du cheval et la jambe du personnage. Rehauts blancs pour les pieds du personnage vraisemblablement chaussé de bottes blanches ; sur la jambe gauche, deux anneaux blancs.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 45, no 22, pl. XV, 22",,,,
"ETHVII175",77,,,,"plat",,,"FRAGMENT DE PLAT.
Dimensions : 10 cm x 8,5 cm ; ép. 0,9 cm. Argile chamois rosé. Le dessous est réservé. Dessus, engobe blanc jaunâtre ; lion à droite et motifs de remplissage divers, rosaces et points ; au-dessus du lion, départ d'une seconde zone. Incisions très soignées. Rehauts rouges nombreux : deux lignes verticales sur l'arrière-train du lion, une ligne horizontale le long du corps, gros points rouges, deux sur chaque rosace, enfin bandes rouges alternées sur les autres motifs de décoration. Fabrique d'Asie Mineure indéterminée (assez proche du rhodien) : le lion comme les motifs de remplissage sont comparables à ceux du corinthien ; le lion plus particulièrement du corinthien ancien. Première moitié du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 45, no 23, pl. XV, 23",,,,
