"ID","Numéro d’inventaire","Pi","Provenance","secteur_ID","Famille","Type","Catégorie","Forme","Dimensions","Groupe d’argile ","Description","Contexte","Datation ","Origine ","Num_Analyse","Groupe géochimique ","Bibliographie","Rangement au musée archéologique de Thasos ","x","y"
"27","85.252.17",,"Phari. Atelier de potier",1002,"Éclairage","Lampe à tube central","céramique fine","Lampe de type Howland 19A","H. : 2.05; Diam. : 9 cm","Argile chamois","Lampe à tube central et à vasque arrondie. Bord avec concavité projeté vers l'intérieur. Fond plat. Le tube central est légèrement plus bas que le rebord. Vernis gris-noir. Cercles concentriques sur la surface du rebord. Proche des lampes attiques de type Howland 19 variantes.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari) ?",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 38, no. 27, fig. 16.27 et 18.27.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"24","86.281.01",,"Phari. Atelier de potier",1002,"Vase pour la préparation des aliments","Broyeur","Céramique grossière","Mortier","H. : 15.2 cm ; Diam. : 41.4 cmB116A116:H116J121C116:H116B116:H116","Argile rosâtre grossière avec plusieurs particules et traces d'engobe blanc","Mortier de type A. Rebord bombé légèrement incurvé vers l'intérieur. Le rebord est détaché de la vasque par un ressaut marqué par des incisions. Vasque continue plus large que profonde. Large base annulaire avec cercles concentriques incisés suous la base.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 37-38, no. 24, fig. 16.24 et 18.24.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"3","86.281.10",,"Phari. Atelier de potier",1002,"Céramique commune","Cruche / Oenochoé","Vase de service","Oenochoé à embouchure ronde","H. cons. : 10.6 cm ; Diam. : 12.6 cm","Argile chamois-jaunâtre","Oenochoé à embouchure ronde. Moitié supérieure. Rebord plat légèrement déversé vers l'extérieur. Col de profil concave. Anse verticale surélevée au-delà du rebord. Panse de forme arrondie. Vernis noir.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 23, no.3, fig. 9.3 et 10.3.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"14","86.282.01",,"Phari. Atelier de potier",1002,"Coupe à boire","Coupe","S/O","Coupe apode","H. :  6.35 cm ; Diam. : 12.4 cm","Argile crème-jaunâtre micacée avec particules noires.","Coupe apode. Profil complet. Lèvre haute et droite séparée de la vasque par une forte carène. La face extérieure de la lèvre est vernie. Filet peint dans sa partie supérieure interne. Anses latérales dans la partie supérieure de la vasque. Zone réservée avec rang de points en guise de décor. Vasque arrondie, peu profonde. Présence d'une bande peinte dans la partie inférieure. Fond plat légèrement concave. Type proche des coupes attiques de la Classe de l'Agora P10359.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 1992. ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 28-31, no. 14, fig.  14.14 et 15.14 ; J. Y. Perreault 1999. ""Céramique et échanges. La production de coupes/cratères et de coupes à points thasiennes et le commerce thasien en mer Noire"", dans: Ch. Koukouli-Chryssanthaki, A. Muller et S. Papadopoulos (éds.), Thasos. Matières premières et technologie de la préhistoire à nos jours, EfA / Ministère de la Culture hellénique, p. 255-256, fig. 2.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"19","86.810.11",,"Phari. Atelier de potier",1002,"Vase à boire ou pour puiser","Coupelle","Céramique commune","Coupelle monoansée","H. : 3.25 cm ; Diam. :9.6 cm ; Diam. Base: 4.6 cm","Argile chamois avec particules","Coupelle monoansée avec rebord plat / légèrement convexe (groupe 2). Fragmentaire. Profil complet. Vasque continue relativement profonde. Fond plat légèrement concave. Anse latérale attachée au niveau du rebord. Vernis sur la moitié supérieure interne et sur le rebord. ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 32-34, no. 19, fig.  14.19 et 15.19.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"13","86.810.14",,"Phari. Atelier de potier",1002,"Coupe à boire","Coupe","S/O","Coupe apode","H. :  6.3 cm ; Diam. : 13.2 cm","Argile crème micacée avec particules noires.","Coupe apode. Profil complet. Lèvre haute et droite séparée de la vasque par une forte carène. La face extérieure de la lèvre est vernie. Filet peint dans sa partie supérieure interne. Anses latérales dans la partie supérieure de la vasque. Zone réservée de décor. Vasque arrondie, peu profonde. Présence d'une bande peinte dans la partie inférieure. Fond plat légèrement concave et peu surélevé. Type proche des coupes attiques de la Classe de l'Agora P10359.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 28-31, no. 13, fig.  14.13 et 15.13.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"18","86.810.16",,"Phari. Atelier de potier",1002,"Vase à boire ou pour puiser","Coupelle","Céramique commune","Coupelle monoansée","H. : 3.2 cm ; Diam. :7.8 cm ; Diam. Base: 4.2 cm","Argile chamois-rose micacée avec particules blanches","Coupelle monoansée avec rebord plat (groupe 2). Fragmentaire. Profil complet. Vasque relativement profonde affichant une carène à mi-hauteur. Fond plat légèrement concave. Anse latérale attachée au niveau du rebord. Système de bandes en guise de décor. Cercle et point sous la base.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 32-34, no. 18, fig.  14.18 et 15.18.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"4","86.810.18",,"Phari. Atelier de potier",1002,"Céramique commune","Cruche / Oenochoé","Vase de service","Oenochoé à embouchure ronde","H. cons. : 7.7 cm","Argile rose-chamois","Oenochoé à embouchure ronde. Moitié supérieure. Rebord plat légèrement déversé vers l'extérieur. Col de profil concave. Anse verticale surélevée au-delà du rebord. Panse de forme arrondie. Vernis noir.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 23, no. 4, fig. 9.4 et 10.4.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"17","86.810.21",,"Phari. Atelier de potier",1002,"Vase à boire ou pour puiser","Coupelle","Céramique commune","Coupelle monoansée","H. : 5.5 cm ; Diam. : 13.8 cm","Argile chamois-rose micacée avec particules blanches","Coupelle monoansée avec rebord incurvé (rentrant) vers l'intérieur (groupe 1). Fragmentaire. Profil complet. Vasque continue, évasée et relativement profonde. Fond plat légèrement concave.  ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 32-34, no. 17, fig.  14.17 et 15.17.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"12","86.826.01",,"Phari. Atelier de potier",1002,"Coupe à boire","Coupe","S/O","Coupe-cratère de type ""à encoches""","H. cons. : 12.9 cm ; Diam. : 21 cm","Argile crème-jaunâtre, rose au coeur, micacée avec particules noires et blanches.","Coupe-cratère à encoches (groupe 2). Fragment avec profil presque complet. Pied manquant. Décor de cercles concentriques et de traits verticaux (6) disposés en frises. Tiers inférieur complètement verni. Lèvre légèrement déversée vers l'extérieure. Lèvre peinte. Anses latérales (inclinées vers le haut) dans la partie supérieure de la vasque.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 24-28, no. 12, fig.  13.12 et 14.12 a-b.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"22","87.1109.01",,"Phari. Atelier de potier",1002,"Vase de service ou de préparation des aliments","Lékané","Céramique commune","Lékané à bec verseur","H. cons. : 9.4 cm ; Diam. : 22.6 cm","Argile chamois-jaunâtre micacée avec particules blanches","Lékané à bec verseur. Profil complet, bec verseur manquant. Vasque continue plus large que profonde. Rebord plat légèrement incliné vers l'intérieur. Anse latérale unique fixée au rebord à l'opposé du bec verseur. Le bec verseur et l'anse sont vernis. Système de bandes en guise de décor. Fond plat légèrement concave.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 34, no. 22, fig. 15.22 et 16.22.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"21","87.1109.02",,"Phari. Atelier de potier",1002,"Vase de service ou de préparation des aliments","Lékané","Céramique commune","Lékané à bec verseur","H. cons. : 10.6 cm ; Diam. : 24.2 cm ; Diam. Base : 10 cm","Argile rose micacée avec particules blanches et noires","Lékané à bec verseur. Partie inférieure de la vasque et fond manquants. Vasque continue plus large que profonde. Rebord plat légèrement incliné vers l'intérieur. Anse latérale unique fixée au rebord à l'opposé du bec verseur. Le bec verseur et l'anse sont vernis. Système de bandes en guise de décor.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 34, no. 21, fig. 15.21 et 16.21.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"7","87.1130.01",,"Phari. Atelier de potier",1002,"Céramique commune","Olpè","Vase de service","Olpè","H. cons. : 13.1 cm ; Diam. Base: 5.2 cm","Argile chamois-jaunâtre avec mica et petits dégraissants blanchâtres","Olpé à col concave et bord légèrement déversé vers l'extérieur. Longue panse tubulaire. Partie supérieure manquante. Vernis brunâtre sur les deux tiers supérieurs de la panse.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 23-24, no. 7, fig. 11.7 et 12.7.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"5","87.1130.14",,"Phari. Atelier de potier",1002,"Céramique commune","Cruche / Oenochoé","Vase de service","Oenochoé à embouchure trilobée","H. cons. : 11.6 cm","Argile rose-chamois avec mica et autres petits dégraissants","Oenochoé à embouchure trilobée. Moitié supérieure. Rebord arrondi légèrement déversé vers l'extérieur. Col de profil assez rectiligne. Panse de forme arrondie. Vernis noir.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 23, no. 5, fig. 9.5 a-b et 10.5 a-b.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"THA.2","C.1002",,"Phari. Atelier de potier",1002,"Vase de service (eau)","Hydrie","céramique commune","Hydrie",,,"Hydrie complète. Lèvre arrondie, col court aux parois concaves, épaules et panse arrondies, base haute et évasée. Décor de bandes. Hydrie inspirée des productions cycladiques du haut archaïsme.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Troisième quart à la fin du VIe  siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 130, fig. 2; F. Blondé, J. Y. Perreault et K. Peristeri 2013, p. 35, fig. 7 ; Perron 2013, p. 185-186, 751 no. THA.2, pl. 24 et 56.","En exposition au musée archéologique de Thasos",24.522538000,40.637129000
"C.1003","C.1003",,"Phari. Atelier de potier",1002,"Vase de banquet / mélanger le vin","Cratère","céramique fine","Cratère à colonnettes",,,"Cratère à colonnettes à vernis noir. Rebord pendant, col court et massif et panse de forme ovoïde. La partie inférieure est manquante. Forme inspirée des productions attiques de la seconde moitié du VIe siècle.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 132, fig. 4.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.1005","C.1005",,"Phari. Atelier de potier",1002,"Vase de banquet / mélanger le vin","Cratère","céramique fine","Cratère à colonnettes",,,"Cratère à colonnettes à vernis noir. Forme complète. Rebord pendant, col assez haut et massif et panse de forme ovoïde. Pied mouluré et étagé. Forme inspirée des productions attiques de la seconde moitié du VIe siècle.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 132, fig. 5.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.347","C.347",,"Phari. Atelier de potier",1002,"Vase à boire","Coupe-skyphos","vernis noir","Coupe-skyphos",,,"Partie supérieure d'une coupe-skyphos à vernis noir de type C à lèvre concave. Inspiration attique de la fin de la fin de la période archaïque.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - première décennie du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 132-133, fig. 7.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.355","C.355",,"Phari. Atelier de potier",1002,"Vase conteneur","Amphorisque","vernis noir ","Amphorisque",,,"Amphorisque à panse globulaire. Vase fragmentaire. La partie inférieure est manquante. Embouchure large et arrondie reposant sur un col court et concave. Deux anses verticales sont fixées de la partie supérieure du col au milieu de l'épaule. ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 134, fig. 11 ; Perron 2013, p. 82-86 (pour une discussion sur la forme).","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.361","C.361",,"Phari. Atelier de potier",1002,"Vase de service","Lékané","céramique commune","Lékané à lèvre haute",,,"Lékané à lèvre haute. Partie inférieure manquante. La jonction avec la vasque est marquée d'une forte carène. Décor de bandes horizontales. Forme locale ""thrace"" vraisemblablement inspirée de modèles de la Grèce de l'Est. ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 136, fig. 14.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.446","C.446",,"Phari. Atelier de potier",1002,"Vase conteneur","Lécythe","vernis noir ","Lécythe",,,"Lécythe à panse globulaire. Fragmentaire. Col, épaule et anse verticale. Forme inspirée de modèles micrasiatiques de la fin de l'archaïsme.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 133-134, fig. 10 ; Perron 2013, p. 82-86 (pour une discussion sur la forme).","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.497","C.497",,"Phari. Atelier de potier",1002,"Vase de banquet / mélanger le vin","Cratère","céramique fine","Cratère à colonnettes",,,"Cratère à colonnettes à figures noires. Oiseaux opposés et motifs floraux (fleur de lotus).","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 132, fig. 6.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.577","C.577",,"Phari. Atelier de potier",1002,"Vase conteneur","Amphore de table","vernis noir ","Amphore de table",,,"Amphore de table. Partie supérieure. Lèvre déversée vers l'extérieur. Col droit marqué d'une arrête saillante dans sa partie supérieure. Deux anses verticales sont fixées sur cette arrête. La forme est inspirée de modèles micrasistiques (Clazomènes).","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 134, fig. 13. Perron 2013, p. 193-194, 758, no. THA.26, pl. 56 (pour une discussion sur la forme).","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"C.637-638","C.637-638",,"Phari. Atelier de potier",1002,"Vase de service (eau)","Hydrie","céramique commune","Hydrie",,,"Hydrie complète. Lèvre arrondie projetée vers l'extérieur. Col haut aux parois concaves. Panse de forme ovoïde reposant sur un pied annulaire légèrement déversé. Décor de bandes. Proche des productions de la Grèce de l'Est de la période archaïque.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 130, fig. 3.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"Ind.11","Indéterminé",,"Phari. Atelier de potier",1002,"Artisanat potier","Mesure de température",,"Tige d'argile ",,,"Baguette d'argile / jauge pour mesurer la température du four de potier","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2013, p. 34, fig. 5.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"Ind.7","Indéterminé",,"Porte du Silène",197,"Vase conteneur","Lécythe","vernis noir ","Lécythe",,,"Lécythe à panse globulaire. Vase complet. Embouchure évasée et rectiligne. Une anse verticale est fixée du milieu du col au milieu de l'épaule. La vasque repose sur un pied annulaire légèrement déversé.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 133-134, fig. 8 ; Perron 2013, p. 82-86 (pour une discussion sur la forme).","Apothèque byzantine",24.712791306,40.774655185
"Ind.4","Indéterminé",,"Porte du Silène",197,"Vase conteneur","Amphorisque","vernis noir ","Amphorisque",,,"Amphorisque à panse globulaire. Vase complet. Embouchure large et arrondie reposant sur un col court et concave. Deux anses verticales sont fixées de la partie supérieure du col à la partie inférieure de l'épaule. La vasque repose sur un pied annulaire légèrement déversé.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne",,,"F. Blondé, J. Y. Perreault et K. Peristeri 2012, p. 133, fig. 9 ; Perron 2013, p. 82-86 (pour une discussion sur la forme).","Apothèque byzantine",24.712791306,40.774655185
"Ind.9","Indéterminé",,"Artémision",57,"Éclairage","Lampe à tube central","céramique fine","Lampe archaïque",,".","Lampe à tube central et à parois recourbées. Fond plat. Becs ""double"" opposés et vernis. Lampe proche des types pontiques (voir Dupont 2005).  ","Archaïque. ","Fin du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne ? Grèce de l'Est ?",,,"Guide de Thasos 2000, p. 299, fig. 263","En exposition au musée ou apothèque française",24.714808089,40.779887449
"Ind.10","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à parfums","Alabastre","céramique fine","Alabastre",,,"Grande alabastre à figures noires. Scène avec Potnia Theron et Typhon.",,"Corinthien Ancien - troisième quart du VIIe siècle av. J.-C.","Corinthe",,,"C. W. Neeft 2012, ""Corinthian Pottery in Thasos and Argilos: Preliminary Observations"", in Archaic Pottery of the Northern Aegean and its periphery, p. 189, fig. 1.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.1","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à boire","Kotyle","céramique fine","Kotyle",,,"Six fragments de kotyles à figures noires du peintre Vermiculaire.",,"Corinthien Récent - Second quart du VIe siècle av. J.-C.","Corinthe",,,"C. W. Neeft 2012, ""Corinthian Pottery in Thasos and Argilos: Preliminary Observations"", in Archaic Pottery of the Northern Aegean and its periphery, p. 190, fig. 2.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.5","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à boire","Coupe","céramique fine","Coupe / kylix",,,"Coupe fragmentaire. Fragment de vasque décoré d'un motif de damier, de filets et de bandes et d'arrêtes rayonnantes.",,"Laconien II (610 - 575 av. J.-C.)","Laconie",,,"M. Pipili 2012, ""Λακωνική κεραμική στο Βόρειο Αιγαίο"", in Archaic Pottery of the Northern Aegean and its periphery, p. 201-202, fig. 7.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.3","Indéterminé",,"Sanctuaire d'Héraklès",57,"Vase à boire","Coupe à figures noires","céramique fine","Coupe de Droop",,,"Coupe de Droop. Fragmentaire. Rang de boutons de lotus et arrêtes rayonnantes. Palmettes de part et d'autre des anses. Peintre de Naucratis.",,"560-550 av. J.-C.","Laconie",,,"M. Pipili 2012, ""Λακωνική κεραμική στο Βόρειο Αιγαίο"", in Archaic Pottery of the Northern Aegean and its periphery, p. 202, fig. 8.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.6","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à boire","Coupe à figures noires","céramique fine","Coupe / kylix",,,"Coupe fragmentaire. Lèvre et vasque. Décor : Rameau de feuilles de lierre et palmette incisée à l'extérieur. Rangs de languettes et de ""z"" à l'intérieur.",,"550-540 av. J.-C.","Laconie",,,"M. Pipili 2012, ""Λακωνική κεραμική στο Βόρειο Αιγαίο"", in Archaic Pottery of the Northern Aegean and its periphery, p. 202, fig. 9-10.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.8","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à boire","Coupe à figures noires","céramique fine","Coupe / kylix",,,"Coupe fragmentaire. Médaillon central décoré d'un personnage debout et de motifs secondaires (palemettes, oiseaux). Peintre de la Chasse.",,"540-530 av. J.-C.","Laconie",,,"M. Pipili 2012, ""Λακωνική κεραμική στο Βόρειο Αιγαίο"", in Archaic Pottery of the Northern Aegean and its periphery, p. 203, fig. 11.","Mezzanine de l'apothèque française",24.714808089,40.779887449
"Ind.2","Indéterminé",,"Sanctuaire d'Artémis",57,"Vase à boire","Coupe à figures noires","céramique fine","Coupe / kylix",,,"Coupe fragmentaire. Fragment de vasque décoré d'un rang de feuilles de lierre (larmes opposées disposées à l'oblique)",,"530-520 av. J.-C.","Laconie",,,"M. Pipili 2012, ""Λακωνική κεραμική στο Βόρειο Αιγαίο"", in Archaic Pottery of the Northern Aegean and its periphery, p. 203-204, fig. 12.","Mezzanine de l'apothèque française",24.714808089,40.779887449
